,gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
411,GSM520228,ctrl,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.961121435,FALSE
412,GSM520229,ctrl,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.944842791,FALSE
413,GSM520230,ctrl,GSE20719,GPL570,inhibitor,1,"Breast Cancer Cell|Cells [Chemical/Ingredient]|Cultured Cell Line|poly(acrylonitrile) polymer|Tumor cells, malignant",150,breast cancer cell,,female,0.952870877,FALSE
414,GSM740042,ctrl,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,male,0.840665341,FALSE
415,GSM740043,ctrl,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,female,0.67202962,FALSE
416,GSM740044,ctrl,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,male,0.830342162,FALSE
417,GSM740045,ctrl,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,male,0.879983656,FALSE
418,GSM740046,ctrl,GSE29881,GPL570,17beta-estradiol|ethanol|oxidised LDL,0,Cells|Endothelial Cells|Endothelium,1176,endothelial cell,,female,0.923138041,FALSE
419,GSM1585881,ctrl,GSE65015,GPL570,cortistatin A|dimethyl sulfoxide|inhibitor|secondary metabolite,NA,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,male,0.520973237,NA
420,GSM1585882,ctrl,GSE65015,GPL570,cortistatin A|dimethyl sulfoxide|inhibitor|secondary metabolite,NA,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,male,0.543926488,NA
421,GSM1585883,ctrl,GSE65015,GPL570,cortistatin A|dimethyl sulfoxide|inhibitor|secondary metabolite,NA,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,male,0.50480264,NA
422,GSM502612,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.782146887,FALSE
423,GSM502613,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.910457151,FALSE
424,GSM502614,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.89833558,FALSE
425,GSM502615,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.931170563,FALSE
426,GSM359551,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.603653388,FALSE
427,GSM359553,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.644224964,FALSE
428,GSM359556,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.702739453,FALSE
429,GSM410678,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.920122491,FALSE
430,GSM410679,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.902347046,FALSE
431,GSM410680,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.923239095,FALSE
432,GSM410681,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.853287091,FALSE
433,GSM410682,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.89122177,FALSE
434,GSM410683,ctrl,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.884521046,FALSE
435,GSM132964,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.961732655,FALSE
436,GSM132965,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.937669848,FALSE
437,GSM414871,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,male,0.656642442,FALSE
438,GSM414895,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.892682404,FALSE
439,GSM414903,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.859148933,FALSE
440,GSM414917,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.850482153,FALSE
441,GSM419987,ctrl,GSE16755,GPL570,donor,0,Cells|macrophage,801,macrophage,,male,0.765885166,FALSE
442,GSM419988,ctrl,GSE16755,GPL570,donor,0,Cells|macrophage,801,macrophage,,male,0.743686912,FALSE
443,GSM419989,ctrl,GSE16755,GPL570,donor,0,Cells|macrophage,801,macrophage,,male,0.830427185,FALSE
444,GSM669443,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.976512512,FALSE
445,GSM669444,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.9757579,FALSE
446,GSM669445,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.971616625,FALSE
447,GSM671531,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.99798372,FALSE
448,GSM671532,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.997808496,FALSE
449,GSM671533,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.997891984,FALSE
450,GSM671540,ctrl,GSE27168,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.928305171,FALSE
451,GSM671541,ctrl,GSE27168,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.934230985,FALSE
452,GSM671542,ctrl,GSE27168,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.934282929,FALSE
453,GSM671552,ctrl,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.950466442,FALSE
454,GSM671553,ctrl,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.943147919,FALSE
455,GSM671554,ctrl,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.946413066,FALSE
456,GSM386435,ctrl,GSE15395,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.701562037,NA
457,GSM386436,ctrl,GSE15395,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.742983043,NA
458,GSM386437,ctrl,GSE15395,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.665143261,NA
459,GSM386438,ctrl,GSE15395,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.677949046,NA
460,GSM1163915,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.88489843,FALSE
461,GSM1163921,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.743888528,FALSE
462,GSM1163927,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.852901512,FALSE
463,GSM1163918,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.760615046,FALSE
464,GSM1163924,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.848594603,FALSE
465,GSM1163930,ctrl,GSE47970,GPL570,dimethyl sulfoxide|pharmaceutical,0,Body tissue|Entire liver,759,liver,,male,0.864719627,FALSE
466,GSM661714,ctrl,GSE26884,GPL570,bisphenol A|dimethyl sulfoxide,0,Cultured Cell Line|Entire breast|Epithelial Cells|Epithelium,1428,breast epithelium,,female,0.731060718,FALSE
467,GSM661715,ctrl,GSE26884,GPL570,bisphenol A|dimethyl sulfoxide,0,Cultured Cell Line|Entire breast|Epithelial Cells|Epithelium,1428,breast epithelium,,female,0.669231058,FALSE
468,GSM811216,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,female,0.597138021,FALSE
469,GSM811218,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.698791256,FALSE
470,GSM811220,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.735439501,FALSE
471,GSM811222,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.796560793,FALSE
472,GSM811224,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.974565058,FALSE
473,GSM811226,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.951674771,FALSE
474,GSM811228,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.976106202,FALSE
475,GSM811230,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.805107341,FALSE
476,GSM811232,ctrl,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.819508496,FALSE
477,GSM671943,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.958872457,FALSE
478,GSM671944,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.958506849,FALSE
479,GSM671945,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961769707,FALSE
480,GSM672073,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.939569579,FALSE
481,GSM672074,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.88760624,FALSE
482,GSM672075,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961495223,FALSE
483,GSM672067,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.96832534,FALSE
484,GSM672068,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962544001,FALSE
485,GSM672069,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.977403334,FALSE
486,GSM671907,ctrl,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962911544,FALSE
487,GSM671908,ctrl,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961058656,FALSE
488,GSM671909,ctrl,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.964825178,FALSE
489,GSM502620,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.84776851,FALSE
490,GSM502621,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.934786692,FALSE
491,GSM502622,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.504142898,FALSE
492,GSM502623,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.898555533,FALSE
493,GSM502616,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.757850455,FALSE
494,GSM502617,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.945151952,FALSE
495,GSM502618,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.945855685,FALSE
496,GSM502619,ctrl,GSE20114,GPL570,"docosa-4,7,10,13,16,19-hexaenoic acid",0,Blood|Blood Cells|Body tissue|Cells [Chemical/Ingredient],89,blood,,male,0.960147966,FALSE
497,GSM673945,ctrl,GSE27263,GPL570,formaldehyde,0,Body tissue|Nose,0,"tissues, cell types and enzyme sources",M,male,0.880217907,NA
498,GSM673947,ctrl,GSE27263,GPL570,formaldehyde,0,Body tissue|Nose,0,"tissues, cell types and enzyme sources",M,male,0.826244299,NA
499,GSM673949,ctrl,GSE27263,GPL570,formaldehyde,0,Body tissue|Nose,0,"tissues, cell types and enzyme sources",M,male,0.925713753,NA
500,GSM673951,ctrl,GSE27263,GPL570,formaldehyde,0,Body tissue|Nose,0,"tissues, cell types and enzyme sources",M,male,0.908446355,NA
501,GSM847511,ctrl,GSE34331,GPL570,antipsychotic agent|dimethyl sulfoxide|Neuraxis|piperazine,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast|Neurites,150,breast cancer cell,,female,0.66653256,FALSE
502,GSM847512,ctrl,GSE34331,GPL570,antipsychotic agent|dimethyl sulfoxide|Neuraxis|piperazine,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast|Neurites,150,breast cancer cell,,female,0.844549921,FALSE
503,GSM847513,ctrl,GSE34331,GPL570,antipsychotic agent|dimethyl sulfoxide|Neuraxis|piperazine,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast|Neurites,150,breast cancer cell,,female,0.818280454,FALSE
504,GSM1296650,ctrl,GSE53603,GPL570,dimethyl sulfoxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,1233,plant embryo,,female,0.969856913,FALSE
505,GSM1296651,ctrl,GSE53603,GPL570,dimethyl sulfoxide,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,1233,plant embryo,,female,0.971290544,FALSE
506,GSM877496,ctrl,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.851617827,FALSE
507,GSM877508,ctrl,GSE35925,GPL570,calcitriol,1,Body tissue|Entire breast|Tissue type,149,breast,F,female,0.847623001,FALSE
508,GSM342994,ctrl,GSE13604,GPL570,,0,Mesenchymal Stem Cells|Osteoblasts|Structure of bone marrow of vertebral body,3298,mesenchymal stem cell,M,male,0.786078012,FALSE
509,GSM342996,ctrl,GSE13604,GPL570,,0,Mesenchymal Stem Cells|Osteoblasts|Structure of bone marrow of vertebral body,3298,mesenchymal stem cell,M,male,0.974993916,FALSE
510,GSM824086,ctrl,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.97494108,NA
511,GSM824087,ctrl,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.978215526,NA
512,GSM824088,ctrl,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.981720339,NA
513,GSM824089,ctrl,GSE33325,GPL570,ethyl|organophosphorus compound,NA,"Cells|Embryonic Stem Cells|Myocytes, Cardiac|WA09 Cell Line",NA,NA,NA,female,0.980590341,NA
514,GSM671734,ctrl,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.983231062,FALSE
515,GSM671735,ctrl,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.982717135,FALSE
516,GSM671736,ctrl,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.979450172,FALSE
517,GSM1230598,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.872016433,NA
518,GSM1230599,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.849500398,NA
519,GSM1230600,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.776836871,NA
520,GSM1230601,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.849944586,NA
521,GSM1230602,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.881206841,NA
522,GSM1230603,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.948155104,NA
523,GSM1230833,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.798826787,NA
524,GSM1230834,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.685804293,NA
525,GSM1230835,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.732849694,NA
526,GSM1230830,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.603812141,NA
